Our ID,Our Item Type,Item Type,Publication Year,Author,Title,Publication Title,ISSN,DOI,URL,Abstract Note,Date,Pages,Num Pages,Issue,Volume,Publisher,Place,Language,Type,Our Sorting Date,Our Note
369,includedItem,journalArticle,2015,"Pentecost, Claire;Farrand, Paul;Greaves, Colin J.;Taylor, Rod S.;Warren, Fiona C.;Hillsdon, Melvyn;Green, Colin;Welsman, Jo R.;Rayson, Kat;Evans, Philip H.;Taylor, Adrian H.",Combining behavioural activation with physical activity promotion for adults with depression: findings of a parallel-group pilot randomised controlled trial (BAcPAc),Trials,1745-6215,10.1186/s13063-015-0881-0,http://trialsjournal.biomedcentral.com/articles/10.1186/s13063-015-0881-0,"Background: Depression is associated with physical inactivity, which may mediate the relationship between depression and a range of chronic physical health conditions. However, few interventions have combined a psychological intervention for depression with behaviour change techniques, such as behavioural activation (BA), to promote increased physical activity. Methods: To determine procedural and clinical uncertainties to inform a definitive randomised controlled trial (RCT), a pilot parallel-group RCT was undertaken within two Improving Access to Psychological Therapies (IAPT) services in South West England. We aimed to recruit 80 adults with depression and randomise them to a supported, written self-help programme based on either BA or BA plus physical activity promotion (BAcPAc). Data were collected at baseline and 4 months post-randomisation to evaluate trial retention, intervention uptake and variance in outcomes to inform a sample size calculation. Qualitative data were collected from participants and psychological wellbeing practitioners (PWPs) to assess the acceptability and feasibility of the trial methods and the intervention. Routine data were collected to evaluate resource use and cost. Results: Sixty people with depression were recruited, and a 73 % follow-up rate was achieved. Accelerometer physical activity data were collected for 64 % of those followed. Twenty participants (33 %) attended at least one treatment appointment. Interview data were analysed for 15 participants and 9 study PWPs. The study highlighted the challenges of conducting an RCT within existing IAPT services with high staff turnover and absences, participant scheduling issues, PWP and participant preferences for cognitive focussed treatment, and deviations from BA delivery protocols. The BAcPAc intervention was generally acceptable to patients and PWPs. Conclusions: Although recruitment procedures and data collection were challenging, participants generally engaged with the BAcPAc self-help booklets and reported willingness to increase their physical activity. A number of feasibility issues were identified, in particular the under-use of BA as a treatment for depression, the difficulty that PWPs had in adapting their existing procedures for study purposes and the instability of the IAPT PWP workforce. These problems would need to be better understood and resolved before proceeding to a full-scale RCT. (Continued on next page)",2015-12,367,,1,16,,,en,,12/1/2015,
370,includedItem,journalArticle,2015,"Rahe, Corinna;Baune, Bernhard T;Unrath, Michael;Arolt, Volker;Wellmann, Jürgen;Wersching, Heike;Berger, Klaus","Associations between depression subtypes, depression severity and diet quality: cross-sectional findings from the BiDirect Study",BMC Psychiatry,1471-244X,10.1186/s12888-015-0426-9,http://bmcpsychiatry.biomedcentral.com/articles/10.1186/s12888-015-0426-9,"Background: Depression is supposed to be associated with an unhealthy lifestyle including poor diet. The objective of this study was to investigate differences in diet quality between patients with a clinical diagnosis of depression and population-based controls. Additionally, we aimed to examine effects of specific depression characteristics on diet by analyzing if diet quality varies between patients with distinct depression subtypes, and if depression severity is associated with diet quality. Methods: The study included 1660 participants from the BiDirect Study (n = 840 patients with depression, n = 820 population-based controls). The psychiatric assessment was based on clinical interviews and a combination of depression scales in order to provide the classification of depression subtypes and severity. Diet quality scores, reflecting the adherence to a healthy dietary pattern, were calculated on the basis of an 18-item food frequency questionnaire. Using analysis of covariance, we calculated adjusted means of diet quality scores and tested differences between groups (adjusted for socio-demographic, lifestyle-, and health-related factors). Results: We found no differences in diet quality between controls and patients with depression if depression was considered as one entity. However, we did find differences between patients with distinct subtypes of depression. Patients with melancholic depression reported the highest diet quality scores, whereas patients with atypical depression reported the lowest scores. Depression severity was not associated with diet quality. Conclusions: Previous literature has commonly treated depression as a homogeneous entity. However, subtypes of depression may be associated with diet quality in different ways. Further studies are needed to enlighten the diet-depression relationship and the role of distinct depression subtypes.",2015-12,38,,1,15,,,en,,12/1/2015,
371,includedItem,journalArticle,2015,"Stavrakakis, Nikolaos;Booij, Sanne H.;Roest, Annelieke M.;de Jonge, Peter;Oldehinkel, Albertine J.;Bos, Elisabeth H.",Temporal dynamics of physical activity and affect in depressed and nondepressed individuals,Health Psychology,"1930-7810, 0278-6133",10.1037/hea0000303,http://doi.apa.org/getdoi.cfm?doi=10.1037/hea0000303,"Objective: The association between physical activity and affect found in longitudinal observational studies is generally small to moderate. It is unknown how this association generalizes to individuals. The aim of the present study was to investigate interindividual differences in the bidirectional dynamic relationship between physical activity and affect, in depressed and nondepressed individuals, using time-series analysis. Method: A pair-matched sample of 10 depressed and 10 nondepressed participants (mean age ϭ 36.6, SD ϭ 8.9, 30% males) wore accelerometers and completed electronic questionnaires 3 times a day for 30 days. Physical activity was operationalized as the total energy expenditure (EE) per day segment (i.e., 6 hr). The multivariate time series (T ϭ 90) of every individual were analyzed using vector autoregressive modeling (VAR), with the aim to assess direct as well as lagged (i.e., over 1 day) effects of EE on positive and negative affect, and vice versa. Results: Large interindividual differences in the strength, direction and temporal aspects of the relationship between physical activity and positive and negative affect were observed. An exception was the direct (but not the lagged) effect of physical activity on positive affect, which was positive in nearly all individuals. Conclusion: This study showed that the association between physical activity and affect varied considerably across individuals. Thus, while at the group level the effect of physical activity on affect may be small, in some individuals the effect may be clinically relevant.",2015-12,1268-1277,,Suppl,34,,,en,,12/1/2015,
372,includedItem,journalArticle,2015,"Vancampfort, Davy;Rosenbaum, Simon;Ward, Philip B.;Stubbs, Brendon",Exercise improves cardiorespiratory fitness in people with schizophrenia: a systematic review and meta-analysis,Schizophrenia Research,0920-9964,10.1016/j.schres.2015.09.029,http://www.sciencedirect.com/science/article/pii/S0920996415005241,"Objective To determine if exercise can improve cardiorespiratory fitness in people with schizophrenia. Methods Major electronic databases were searched systematically until May 2015. A meta-analysis calculating Hedges' g statistic was undertaken. Results Engaging in exercise improves cardiorespiratory fitness in people with schizophrenia (g=0.40, 95% CI=0.16–0.64, p=0.001, N=7, n=77). Data from four controlled studies demonstrated that exercise (n=53) significantly improves cardiorespiratory fitness compared to control groups (n=48) (g=0.43, 95% CI=0.05–0.82, p=0.028). Conclusions Considering the current findings, the multidisciplinary treatment of schizophrenia should include a focus on both, improving “fitness” and reducing “fatness”, in order to reduce all-cause mortality.",12/1/2015,453-457,,1,169,,,en,,12/1/2015,
373,includedItem,journalArticle,2015,"Wu, Jinchun;Yang, Bo;Xiao, Rong;Luo, Chengfeng;Shang, Yanan",[Effect of exercise therapy in improving social function and quality of life in patients with depression] 运动疗法改善抑郁症患者社会功能及生活质量的效果,[Nursing Journal of Chinese People's Liberation Army] 解放军护理杂志,1008-9993,10.3969/j.issn.1008-9993.2015.12.006,,"目的：研究运动疗法对住院抑郁症患者病情、社会功能及生活质量的影响。方法2013年8月至2014年4月便利选取重庆市精神卫生中心抑郁症患者70例,采用随机数字表法将其分为研究组及对照组各35例,对照组采用抗抑郁药物治疗合并常规护理,研究组在此基础上配合运动疗法,采用汉密尔顿抑郁量表(Hamilton rating scale for depression,HRSD)、生活质量综合评定问卷(generic quality of life inventory-74,GQOLI-74)、社会功能缺陷筛选量表(social function defect screening scale,SDSS)比较两组患者治疗前后抑郁症状、社会功能及生活质量的改善情况。结果治疗第4、8周末,两组患者 HRSD得分均低于治疗前；治疗第8周末,研究组 HRSD得分低于对照组同期,差异均有统计学意义(均P＜0．01)。治疗第4、8周末,两组患者的 SDSS评分及 GQOLI-74各维度评分均低于治疗前,研究组 SDSS评分及 GQOLI-74各维度评分低于对照组同期,差异均有统计学意义(P＜0．01或P＜0．05)。结论运动疗法能显著改善抑郁症患者的病情及社会功能,提高其生活质量。",2015-12,21-24,,12,,,,zh,,12/1/2015,
374,includedItem,journalArticle,2015,"Rosenbaum, Simon;Vancampfort, Davy;Steel, Zachary;Newby, Jill;Ward, Philip B.;Stubbs, Brendon",Physical activity in the treatment of Post-traumatic stress disorder: A systematic review and meta-analysis,Psychiatry Research,0165-1781,10.1016/j.psychres.2015.10.017,http://www.sciencedirect.com/science/article/pii/S0165178115305163,"People with PTSD experience high levels of cardiovascular disease and comorbid mental health problems. Physical activity (PA) is an effective intervention in the general population. We conducted the first systematic review and meta-analysis to determine the effect of PA on PTSD. We searched major electronic databases from inception till 03/2015 for RCTs of PA interventions among people with PTSD. A random effects meta-analysis calculating hedges g was conducted. From a potential of 812 hits, four unique RCTs met the inclusion criteria (n=200, mean age of participants 34–52 years). The methodological quality of included trials was satisfactory, and no major adverse events were reported. PA was significantly more effective compared to control conditions at decreasing PTSD and depressive symptoms among people with PTSD. There was insufficient data to investigate the effect on anthropometric or cardiometabolic outcomes. Results suggest that PA may be a useful adjunct to usual care to improve the health of people with PTSD. Although there is a relative paucity of data, there is reason to be optimistic for including PA as an intervention for people with PTSD, particularly given the overwhelming evidence of the benefits of PA in the general population. Robust effectiveness and implementation studies are required.",12/15/2015,130-136,,2,230,,,en,,12/15/2015,
375,includedItem,journalArticle,2015,"Leutwyler, Heather;Hubbard, Erin;Cooper, Bruce;Dowling, Glenna",The impact of a videogame-based pilot physical activity program in older adults with schizophrenia on subjectively and objectively measured physical activity,Frontiers in Psychiatry,1664-0640,10.3389/fpsyt.2015.00180,http://journal.frontiersin.org/Article/10.3389/fpsyt.2015.00180/abstract,"Objectives: The purpose of this report is to describe the impact of a videogame-based pilot physical activity program using the Kinect for Xbox 360 game system (Microsoft, Redmond, WA, USA) on physical activity in older adults with schizophrenia. Methods: In this one group pre-test, post-test pilot study, 20 participants played an active videogame for 30 min, once a week for 6 weeks. Physical activity was measured by self-report with the Yale Physical Activity Survey and objectively with the Sensewear Pro armband at enrollment and at the end of the 6-week program. Results: There was a significant increase in frequency of self-reported vigorous physical activity. We did not detect a statistically significant difference in objectively measured physical activity although increase in number of steps and sedentary activity were in the desired direction. Conclusion: These results suggest participants’ perception of physical activity intensity differs from the intensity objectively captured with a valid and reliable physical activity monitor.",12/21/2015,,,,6,,,en,,12/21/2015,
376,includedItem,journalArticle,2016,"Joshi, Spruha;Mooney, Stephen J.;Kennedy, Gary J.;Benjamin, Ebele O.;Ompad, Danielle;Rundle, Andrew G.;Beard, John R.;Cerdá, Magdalena",Beyond METs: types of physical activity and depression among older adults,Age and Ageing,0002-0729,10.1093/ageing/afv164,https://doi.org/10.1093/ageing/afv164,"Background/Objectives: physical activity may be beneficial in reducing depression incidence among the elderly. A key unanswered question is whether certain types of physical activity are particularly associated with decreased depression incidence. We examined the relationship between quantity and type of physical activity and subsequent depression using longitudinal data from elderly adults in New York City (NYC).Methods: we followed 3,497 adults aged 65–75 living in NYC for three years. Total physical activity was measured using the Physical Activity Scale for the Elderly (PASE) and type of physical activity was measured using a latent class analysis of PASE item responses. We used generalised estimating equations to measure the relationship between quantity and latent class of physical activity at waves 1–2 and depression at waves 2–3, controlling for wave-1 depression.Results: individuals in the second highest quartile (50–75%) (odds ratio (OR) = 0.45; 95% confidence interval (CI) = 0.23, 0.88) and highest quartile of activity (OR = 0.31; 95% CI = 0.16, 0.63) had lower odds of depression. Among all subjects, athletic types (OR = 0.25; 95% CI = 0.12, 0.51) and walker types (OR = 0.58; 95% CI = 0.34, 0.99) had lower odds of depression. Among non-disabled participants, walkers (OR = 0.36; 95% CI = 0.18, 0.73), athletic types (OR = 0.14; 95% CI = 0.06, 0.32), domestic/gardening types (OR = 0.29; 95% CI = 0.12, 0.73) and domestic/gardening athletic types (OR = 0.13; 95% CI = 0.02, 0.75) had lower odds of depression.Conclusion: respondents who practised the highest levels of physical activity and who performed athletic activities were at lower risk for depression. Interventions aimed at promoting athletic physical activity among older adults may generate benefits for mental health.",1/13/2016,103-109,,1,45,,,,,1/13/2016,
377,includedItem,journalArticle,2016,"Stubbs, Brendon;Rosenbaum, Simon;Vancampfort, Davy;Ward, Philip B.;Schuch, Felipe B.",Exercise improves cardiorespiratory fitness in people with depression: A meta-analysis of randomized control trials,Journal of Affective Disorders,0165-0327,10.1016/j.jad.2015.10.010,http://www.sciencedirect.com/science/article/pii/S0165032715308831,"Objective Cardiorespiratory fitness (CRF) is an independent predictor of cardiovascular disease and all-cause mortality. CRF improves in response to exercise interventions, yet the effectiveness of such interventions to improve CRF among people with depression is unclear. We conducted a systematic review and meta-analysis to evaluate whether CRF improves in people with depression in exercise randomized control trials (RCTs). Method Three authors identified RCTs from a recent Cochrane review and conducted updated searches of major electronic databases. We included RCTs of exercise interventions in people with depression (including major depressive disorder (MDD) and above-threshold depressive symptoms) that reported CRF (defined as predicted maximal oxygen uptake (VO2max predicted) or peak oxygen uptake (VO2peak)) versus a control condition. A random effects meta-analysis was conducted. Results Seven unique RCTs including 8 aerobic exercise interventions for depression were eligible, including 293 people allocated to exercise (mean age=40.3 years, range=27.2–64.7years and 35–100% female) and 205 allocated to control conditions. Across all studies exercise results in a significant increase in CRF (g=0.64, 95%CI=0.32–0.96, p<0.001) equating to a mean increase of 3.05ml/kg/min. Results remained significant when restricted to MDD only (N=5, g=0.41, 95%CI=0.18–0.64, p<0.001) and in high quality studies (N=5, g=0.60, 95%CI=0.19–1.00, p=0.004). Conclusions People with depression can achieve clinically relevant improvements in CRF in response to exercise interventions. Targeting ‘fitness’ rather than ‘fatness’ may be another feasible intervention strategy in this population.",1/15/2016,249-253,,,190,,,en,,1/15/2016,
378,includedItem,journalArticle,2016,"Gomes, Eluana;Bastos, Tânia;Probst, Michel;Ribeiro, José C.;Silva, Gustavo;Corredeira, Rui",Quality of life and physical activity levels in outpatients with schizophrenia,Revista Brasileira de Psiquiatria,"1809-452X, 1516-4446",10.1590/1516-4446-2015-1709,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462016000200157&lng=en&tlng=en,"Objectives: To assess quality of life (QoL) and physical activity (PA) levels of outpatients with schizophrenia and healthy controls matched for age, gender, body mass index (BMI), hip circumference, waist circumference, and waist-to-hip ratio. Additionally, the present study investigated associations between PA levels, QoL, and anthropometric and behavioral measures among outpatients with schizophrenia. Methods: Thirty-two outpatients with schizophrenia and 32 individuals without mental illness were included in the study. QoL and PA levels were assessed by the World Health Organization Quality of Life Instrument Abbreviated version (WHOQOL-Bref) and by GT3X triaxial accelerometers, respectively. Results: Outpatients with schizophrenia had poorer QoL and lower vigorous PA levels compared with healthy controls (p o 0.05). The group with schizophrenia showed a signiﬁcant association between higher weight and lower scores in the mental health domain of the WHOQOL-Bref. A higher BMI was also signiﬁcantly associated with lower scores in the physical health domain of the WHOQOL-Bref. Schizophrenic patients with smoking behaviors were associated with fewer steps per day and with less moderate to vigorous PA. Conclusions: This study seeks to shed some light upon the lifestyle of patients with schizophrenia. New psychosocial approaches should focus on PA, weight, and smoking management, thereby helping these patients to improve their QoL.",1/26/2016,157-160,,2,38,,,en,,1/26/2016,
379,includedItem,journalArticle,2016,"Legrand, Fabien D.;Neff, Elise M.",Efficacy of exercise as an adjunct treatment for clinically depressed inpatients during the initial stages of antidepressant pharmacotherapy: An open randomized controlled trial,Journal of Affective Disorders,0165-0327,10.1016/j.jad.2015.11.047,http://www.sciencedirect.com/science/article/pii/S0165032715307783,"Background Physical exercise as adjunctive treatment for hospitalized patients with major depressive disorder (MDD) has been of increasing interest in the past few years. While preliminary findings are promising, these prior studies have been plagued by inclusion of participants at different stages of medication use at study entry. The present study evaluates the effects of a short (10-days) add-on endurance-training intervention in hospitalized MDD patients on antidepressant medication for less than two weeks. Method Thirty-five participants were randomly assigned to one of three study groups: aerobic exercise (n=14), placebo (stretching) exercise (n=11), or no intervention (control; n=10). The study outcome was the change in the Beck Depression Inventory (BDI-II) total score from baseline to the end of the study period. Results The intent-to-treat analysis showed significant improvements in BDI-II scores for both the aerobic and the stretching groups. However, comparing pre- to post-study depression changes in these two groups, we found a large effect size in favor of aerobic exercise (Cohen's d=−1.06). No significant change in depressive symptoms was found in the control group. Limitations The nature of the intervention (i.e., exercise) meant blinding participants to treatments was not possible. Precise information on medication dosage was not available, and the short duration of interventions and lack of follow-up assessment were all limitations. Conclusions Endurance-training can be a helpful adjunct treatment for hospitalized patients with severe affective disorders in the initial stages of pharmacotherapy.",2/1/2016,139-144,,,191,,,en,,2/1/2016,
380,includedItem,journalArticle,2016,"Suo, Lanhong;Yu, Hongjuan",[Jieyu decotion with psychological intervention and Ba Duan Jin exercises improve depressive symptoms in perimenopausal patients] 解郁方配合心理干预及八段锦功法对围绝经期患者抑郁症状的改善作用,[Journal of Changchun University of Traditional Chinese Medicine] 长春中医药大学学报,1007-4813,10.13463/j.cnki.cczyy.2016.01.044,https://pubmed.ncbi.nlm.nih.gov/25610473/,目的：观察解郁方配合心理干预及八段锦功法锻炼改善围绝经期患者抑郁症状的临床疗效。方法采用解郁方联合心理干预及八段锦运动功法治疗肾虚肝郁型围绝经期抑郁症状患者30例，并设对照组30,2016-02,131-133,,1,,,,zh,,2/1/2016,
381,includedItem,journalArticle,2016,"Vancampfort, Davy;Stubbs, Brendon;Probst, Michel;De Hert, Marc;Schuch, Felipe B.;Mugisha, James;Ward, Philip B.;Rosenbaum, Simon",Physical activity as a vital sign in patients with schizophrenia: evidence and clinical recommendations,Schizophrenia Research,0920-9964,10.1016/j.schres.2016.01.001,https://www.sciencedirect.com/science/article/pii/S0920996416300056,"Aim This study investigated whether in patients with schizophrenia the Physical Activity Vital Sign (PAVS) assessment can identify those at higher risk of cardio-metabolic abnormalities. Methods One hundred patients with schizophrenia completed the PAVS-questions exploring whether they adhered to the general physical activity recommendations, underwent a full-fasting metabolic screening, and performed a six-minute walk test (6MWT). Results Those who do not adhere to the health recommendations according to the PAVS (n=61) were significantly older (37.1±11.3 versus 32.5±8.5years, P=0.033) and more likely to be women (30/36 versus 31/64, P<0.001). Patients who do not meet the physical activity recommendations have a higher BMI (27.0±6.4 versus 23.3±3.1, P=0.017) performed worse on the 6MWT (531.1±84.2m versus 657.0±98.2m, P<0.001) and are at a significantly higher risk for cardio-metabolic diseases. Relative risks ranged from 1.07 (0.84–1.36) for having dyslipidemia to 4.65 (1.77–12.17) for having hypertension. Conclusions PAVS-baseline assessment should be included in the routine assessment of people with schizophrenia.",2/1/2016,336-340,,2,170,,,en,,2/1/2016,
382,includedItem,journalArticle,2016,"Zhang, Liman;Luo, Lirong",[Effects of nursing intervention on sleep quality and mental health of women with perimenopausal syndrome] 护理干预对围绝经期妇女睡眠质量和心理健康的影响研究,[Modern Journal of Integrated Traditional Chinese and Western Medicine] 现代中西医结合杂志,1008-8849,10.3969/j.issn.1008-8849.2016.05.036,,目的：探讨护理干预对围绝经期妇女睡眠质量和心理健康的影响。方法将93名围绝经期妇女随机分成对照组（46例）和干预组（47例），对照组采用传统的健康教育，干预组在健康教育的基础上增加八段锦气功锻炼，干预前后采用匹兹堡睡眠指数量表（PSQI）、焦虑自评量表（SAS）和抑郁自评量表（SDS）对2组患者睡眠质量和焦虑、抑郁情况进行评价。结果干预后，干预组PSQI指数、SAS和SDS得分均低于对照组，差异有统计学意义（ P均＜0.05）。结论护理干预可以有效改善围绝经期妇女的睡眠质量，缓解其焦虑、抑郁的情绪，从而提高围绝经期妇女的生活质量。,2016-02,556-557,,5,,,,zh,,2/1/2016,
383,includedItem,journalArticle,2016,"Sadeghi, Khirollah;Ahmadi, Seyed;Ahmadi, Seyed;Rezaei, Mansour;Miri, Javad;Abdi, Alireza;Khamoushi, Firoozeh;Salehi, Mahin;Jamshidi, Khadijeh",A comparative study of the efficacy of cognitive group therapy and aerobic exercise in the treatment of depression among the students,Global Journal of Health Science,1916-9736,10.5539/gjhs.v8n10p1,http://www.ccsenet.org/journal/index.php/gjhs/article/view/54171,"BACKGROUND: Depression is one of the most common mental disorders. Finding effective treatments for such a disorder with higher efficiency lower side effects and affordability is an active area of research in psychiatry. This study aimed to comparatively analyze the effects of the cognitive group therapy and aerobic exercises on depression, automatic negative thoughts and dysfunctional attitudes of students at Kermanshah University of Medical Science.METHODS: In this clinical trial, 46 associate and undergraduate students at Kermanshah University of Medical Science were randomly divided into three groups: cognitive therapy, aerobic exercise, and control. The data was gathered both before and 8 weeks after the intervention. Beck Depression Inventory (BDI-II), automatic negative thoughts (ATQ), and the Dysfunctional Attitude Scale (DAS) were used as the data collection instruments. The data were analyzed with SPSS version 15 using paired samples T-test, chi-square test, Kruskal-Wallis test, and analysis of variance (ANOVA).RESULTS: Cognitive therapy caused a significant decrease in depression, belief in automatic negative thoughts, and dysfunctional attitudes in comparison to the control group (p<0.05). Although aerobics compared to the control group causes more reductions in the variables, however, It was only meaningful for the depression variable (p=0.049). Cognitive therapy also reduced the variables more than the aerobic exercise, but the decrease was not statistically significant.CONCLUSIONS: Cognitive group therapy and aerobic exercise are effective in treating depression. For treating depression, aerobic exercise can be used as a therapy itself or along with cognitive-behavioral therapy and pharmacotherapy.",2/24/2016,,,10,8,,,en,,2/24/2016,
384,includedItem,journalArticle,2016,"Zhang, Jie;Zhang, Wenwen;Shen, Hui",[The effect of Baduanjin practice on the generalized anxiety disorder] 习练八段锦对广泛性焦虑症临床疗效的影响,[Chinese Journal of Sports Medicine] 中国运动医学杂志,1000-6710,,,"目的:研究习练八段锦对广泛性焦虑症临床疗效的影响.方法:选取64例广泛性焦虑症患者,随机分为治疗组和对照组,每组32例.对照组进行常规中西医结合治疗;治疗组在常规中西医结合治疗基础上配合八段锦练习,每周集中练习2次,每次1小时,其余时间单独练习,每日30分钟.治疗均持续12周.采用汉密尔顿焦虑量表(HAMA)、焦虑自评量表(SAS)于第0、1、2、4、8、12周末进行评估.结果:(1)HAMA总分:治疗1、2周,治疗组显著低于同组治疗前(P＜0.05),而对照组与同组治疗前无显著差异.治疗4周(P＜0.05)、8周(P＜0.05)、12周(P＜0.01),两组均显著或非常显著低于同组治疗前,且在治疗8、12周时,治疗组显著低于同期对照组(P＜0.05).治疗12周结束后,治疗组有效率显著高于对照组(P＜0.05),说明治疗组总有效率效优于对照组.(2)SAS评分:治疗12周,两组均非常显著低于同组治疗前(P＜0.01).治疗8、12周,治疗组显著低于同期对照组(P＜0.05).结论:习练八段锦对广泛性焦虑症的临床疗效有提高作用,且长期疗效佳、起效快.",2016-03,231-233,,3,35,,,zh,,3/1/2016,
385,includedItem,journalArticle,2016,"Klatte, Rahel;Pabst, Simon;Beelmann, Andreas;Rosendahl, Jenny",The efficacy of body-oriented yoga in mental disorders,Deutsches Aerzteblatt Online,1866-0452,10.3238/arztebl.2016.0195,https://www.aerzteblatt.de/10.3238/arztebl.2016.0195,"Background: The efficacy of body-oriented yoga in the treatment of mental disorders has been investigated in numerous studies. This article is a systematic review and meta-analysis of the relevant publications. Methods: All studies in which the efficacy of hatha-yoga, i.e., body-oriented yoga with asanas and pranayama, was studied in adult patients suffering from a mental disorder (as diagnosed by ICD or DSM criteria) were included in the analysis. The primary endpoint was disorder-specific symptom severity. The publications were identified by a systematic search in the PubMed, Web of Science, PsycINFO and ProQuest databases, supplemented by a search with the Google Scholar search engine and a manual search in the reference lists of meta-analyses and primary studies, as well as in specialized journals. Results: 25 studies with a total of 1339 patients were included in the analysis. A large and significant effect of yoga was seen with respect to the primary endpoint (symptom severity) (Hedges’ g = 0.91; 95% confidence interval [0.55; 1.28]; number needed to treat [NNT]: 2.03), with substantial heterogeneity (I2 = 69.8%) compared to untreated control groups. Small but significant effects of yoga were also seen in comparison with attention control (g = 0.39; [0.04; 0.73]; NNT: 4.55) and physical exercise (g = 0.30; [0.01; 0.59]; NNT: 5.75); no difference in efficacy was found between yoga and standard psychotherapy (g = 0.08; [−0.24; 0,40]; NNT: 21.89). In view of the relatively high risk of bias, these findings should be interpreted with caution. Conclusion: Body-oriented yoga with asanas and pranayama as central components is a promising complementary treatment for mental disorders and should be investigated in further high-quality studies.",3/25/2016,195-202,,,113,,,en,,3/25/2016,
386,includedItem,journalArticle,2016,"Vancampfort, Davy;Wyckaert, Sabine;Sienaert, Pascal;De Herdt, Amber;De Hert, Marc;Rosenbaum, Simon;Probst, Michel",Concurrent validity of the international physical activity questionnaire in outpatients with bipolar disorder: comparison with the Sensewear Armband,Psychiatry Research,0165-1781,10.1016/j.psychres.2016.01.064,https://www.sciencedirect.com/science/article/pii/S0165178116301548,"The International Physical Activity Questionnaire (IPAQ) is a self-report questionnaire commonly used in mental health care settings to assess physical activity. However, despite its frequent use, its validity has not been investigated in people with bipolar disorder. The aim of this pilot study was to examine the concurrent validity of the energy expenditure recorded with the IPAQ compared with an objective measure, the Sensewear Armband (SWA). Twenty outpatients with bipolar disorder wore a SWA for 8 full consecutive days and subsequently completed the IPAQ. There was a significant correlation between the active (moderate and vigorous physical activity) energy expenditure as assessed with the IPAQ and SWA (minimum 10min bouts). The IPAQ overestimated active energy expenditure and underestimated total energy expenditure from physical activity by almost 40% compared with the SWA. Results demonstrate that the IPAQ should be used with caution as a measure for estimating energy expenditure from physical activity in outpatients with bipolar disorder.",3/30/2016,122-126,,,237,,,en,,3/30/2016,
387,includedItem,journalArticle,2016,"Chang, Milan;Snaedal, Jon;Einarsson, Bjorn;Bjornsson, Sigurbjorn;Saczynski, Jane S;Aspelund, Thor;Garcia, Melissa;Gudnason, Vilmundur;Harris, Tamara B;Launer, Lenore J;Jonsson, Palmi V",The association between midlife physical activity and depressive symptoms in late life: age gene/environment susceptibility-Reykjavik study,"The journals of gerontology. Series A, Biological sciences and medical sciences",1758-535X,10.1093/gerona/glv196,http://www.library.illinois.edu/proxy/go.php?url=http://search.ebscohost.com/login.aspx?direct=true&db=cmedm&AN=26525090&site=eds-live&scope=site,"Background: There is little evidence on the long-term association between physical activity (PA) and depressive symptoms in old age. We examined the association of midlife PA and depressive symptoms in late life.; Methods: A large community-based population residing in Reykjavik, Iceland, participated in a longitudinal study with an average of 25 years of follow up. Midlife PA was categorized as active and inactive groups (n = 4,140, Active = 1,292, Inactive = 2,848, mean age 52±7 years). The main outcome had six or higher depressive symptoms assessed by the 15-item Geriatric Depression scale. Participants who had a history of depression (n = 226), and were diagnosed with dementia (n = 393), and had incomplete cognitive data (n = 595) and incomplete analytical data (n = 422) were excluded. Level of weekly PA was ascertained by a questionnaire at midlife. Depressive symptoms were assessed on average 25 (±4) years later.; Results: After controlling for demographic and health-related risk factors, those who were active at midlife were less likely to have high level of depressive symptomatology (6 or higher Geriatric Depression scale scores, odds ratio = 0.58, 95% confidence interval: 0.41-0.83, p < .005) compared with those who were inactive in midlife. After full adjustment of three domains of late-life cognitive function the results remained significant (odds ratio = 0.61, 95% confidence interval: 0.43-0.86, p = .005).; Conclusion: Our study shows that midlife PA is associated with lower depressive symptoms 25 years later. Participating in regular PA in midlife may improve mental health in late life. (© The Author 2015. Published by Oxford University Press on behalf of The Gerontological Society of America. All rights reserved. For permissions, please e-mail: journals.permissions@oup.com.)",2016-04,502-507,,4,71,,,,,4/1/2016,
